contest,total.votes,year,city,office,state,council.manager,pres_pctD_08,pres_pctD_16,pres_pctD_20,month,incumbent,margin,pop.estimate,percent_men,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,turnout,log.pop,concurrent,gubernatorial,meanD,mayor,concurrent_pres,concurrent_mid,mayor_elec,same_months,has_mayor
1840788_2015_11_lafayette_IN_City Council_synthetic at-large d_1,12822,2015,lafayette city,City Council,Indiana,0,0.597614221113363,0.495025681365971,0.536683022571148,11,0,0.769342429960807,54319,48,52,88.2,9.4,12.6,2.1,23.605000092048822,10.902629352637497,none,0,0.543107641683494,0,0,0,0,1,1
1840788_2015_11_lafayette_IN_Mayor_mayor_1,5125,2015,lafayette city,Mayor,Indiana,0,0.597614221113363,0.495025681365971,0.536683022571148,11,1,62.26341463414634,54319,48,52,88.2,9.4,12.6,2.1,9.435004326294667,10.902629352637497,none,0,0.543107641683494,1,0,0,1,1,1
1851876_2015_11_muncie_IN_Mayor_mayor_1,3269,2015,muncie city,Mayor,Indiana,0,0.665879574970484,0.540547118380062,0.548430015965939,11,1,100,58231,46.9,53.1,87.5,11,2.7,2,5.613848293864093,10.972173137962086,none,0,0.5849522364388283,1,0,0,1,NA,1
1973335_2015_11_sioux city_IA_City Council_synthetic at-large d_1,2483,2015,sioux city city,City Council,Iowa,1,0.477215560105294,0.44558093346574,0.474094141550965,11,1,54.73217881594845,61449,49.2,50.8,85.7,4.8,18.1,3.6,4.040749239206496,11.025962841468765,none,0,0.465630211707333,0,0,0,0,1,1
1973335_2015_11_sioux city_IA_Mayor_mayor_1,2126,2015,sioux city city,Mayor,Iowa,1,0.477215560105294,0.44558093346574,0.474094141550965,11,1,100,61449,49.2,50.8,85.7,4.8,18.1,3.6,3.459779654672981,11.025962841468765,none,0,0.465630211707333,1,0,0,1,1,1
2079000_2015_4_wichita_KS_Mayor_mayor_1,35770,2015,wichita city,Mayor,Kansas,0,0.4755298008442,0.456367895039552,0.496969333253316,4,0,24.640760413754542,286124,49.4,50.6,79.3,13.4,16,5.8,12.501572744684122,12.564180562272789,none,0,0.476289009712356,1,0,0,1,NA,1
2360545_2015_11_portland_ME_Mayor_mayor_1,17930,2015,portland city,Mayor,Maine,1,0.783081293146275,0.807028228630592,0.838097269624573,11,1,14.202031532373653,55318,49.1,50.9,88.3,9.2,3.1,4,32.41259626161466,10.920853631835199,none,0,0.80940226380048,1,0,0,1,NA,1
2545000_2015_11_new bedford_MA_Mayor_mayor_1,12198,2015,new bedford city,Mayor,Massachusetts,0,0.752100840336134,0.668358007643148,0.621278957669948,11,1,23.82357763567798,74037,47.1,52.9,74.9,9.9,18.3,1.5,16.475546010778395,11.212320247227957,none,0,0.6805792685497433,1,0,0,1,1,1
2634000_2015_8_grand rapids_MI_Mayor_mayor_1,20016,2015,grand rapids city,Mayor,Michigan,1,0.664308194704087,0.675904452690167,0.714555984150174,8,0,37.8635725063739,145989,48.9,51.1,72.2,23.4,15.6,2.9,13.710622033166883,11.891286555386333,none,0,0.684922877181476,1,0,0,1,NA,1
2674900_2015_11_southfield_MI_Mayor_mayor_1,12469,2015,southfield city,Mayor,Michigan,1,0.889890851173467,0.892974753018661,0.877868068833652,11,0,14.187184216857807,58045,44.4,55.6,26.2,73,1.2,2.3,21.48160909639073,10.968973850772135,none,0,0.8869112243419267,1,0,0,1,NA,1
2757220_2015_11_st. louis park_MN_Mayor_mayor_1,4320,2015,st. louis park city,Mayor,Minnesota,1,0.700267586789663,0.755374825859407,0.777045354191636,11,0,56.01851851851852,38332,48.5,51.5,85.9,9.3,4.3,5.2,11.269957215903162,10.554040335463652,none,0,0.7442292556135687,1,0,0,1,1,1
3702140_2015_11_asheville_NC_City Council_at-large a_3,34396,2015,asheville city,City Council,North Carolina,1,0.776959693161193,0.767251361667453,0.79849615622019,11,1,0.34959478785952647,70227,46.5,53.5,84,13.4,6,2.7,48.97831318438777,11.159488131452981,none,0,0.7809024036829454,0,0,0,0,1,1
3774440_2015_11_wilmington_NC_City Council_synthetic at-large d_3,18292,2015,wilmington city,City Council,North Carolina,1,0.556261185843773,0.566009812269391,0.580486269572744,11,1,14.07098121085595,91821,47.1,52.9,77.6,19.6,5.6,2.1,19.921368750068066,11.427596308617355,none,0,0.5675857558953027,0,0,0,0,1,1
3774440_2015_11_wilmington_NC_Mayor_mayor_1,5728,2015,wilmington city,Mayor,North Carolina,1,0.556261185843773,0.566009812269391,0.580486269572744,11,1,100,91821,47.1,52.9,77.6,19.6,5.6,2.1,6.238224371331177,11.427596308617355,none,0,0.5675857558953027,1,0,0,1,1,1
3825700_2015_4_fargo_ND_Mayor_mayor_1,14464,2015,fargo city,Mayor,North Dakota,1,0.552027406042151,0.490412731892047,0.542139277235558,4,0,18.902101769911503,91083,49.6,50.4,91,4.6,2.9,3.8,15.88002151883447,11.419526457711646,none,0,0.5281931383899187,1,0,0,1,NA,1
3925256_2015_11_elyria_OH_Mayor_mayor_1,11355,2015,elyria city,Mayor,Ohio,0,0.650897295475609,0.564294815250417,0.549272879047494,11,1,17.150038669760246,41559,47.6,52.4,82.2,19.6,5.5,1.4,27.322601602540963,10.634869383325988,none,0,0.5881549965911734,1,0,0,1,NA,1
4263624_2015_11_reading_PA_Mayor_mayor_1,9430,2015,reading city,Mayor,Pennsylvania,0,0.814846954875355,0.806429922252574,0.728532212404564,11,0,32.14601769911504,61188,48.9,51.1,66,19.8,61.2,1.1,15.41151859841799,11.021706370843155,none,0,0.783269696510831,1,0,0,1,NA,1
455000_2015_8_phoenix_AZ_Mayor_mayor_1,131103,2015,phoenix city,Mayor,Arizona,1,0.510066382710353,0.577146284739215,0.603115229125516,8,1,38.39365802807341,1106985,49.9,50.1,77.1,8.1,41.3,4.3,11.843249908535345,13.917150661463468,none,0,0.5634426321916947,1,0,0,1,NA,1
4550875_2015_11_north charleston_SC_Mayor_mayor_1,10568,2015,north charleston city,Mayor,South Carolina,0,0.621082836215359,0.626045682217502,0.657308046077701,11,1,31.136805484498108,78471,49.8,50.2,45.9,50.3,9.7,3.2,13.46739559837392,11.270484408764034,none,0,0.6348121881701874,1,0,0,1,NA,1
4748000_2015_10_memphis_TN_Mayor_mayor_1,101174,2015,memphis city,Mayor,Tennessee,0,0.760758553138109,0.776561938029945,0.779222209981271,10,1,30.274376065726244,491567,47.6,52.4,31.6,63.9,6.7,2.1,20.58193491426398,13.105353526674714,none,0,0.7721809003831083,1,0,0,1,NA,1
622230_2015_11_el monte_CA_City Council_synthetic at-large d_2,8410,2015,el monte city,City Council,California,1,0.758067402326275,0.818789383234676,0.716352912937626,11,1,0.4401592957451268,87682,49.8,50.2,54.8,0.7,65.7,29.2,9.591478296571703,11.381471912140672,none,0,0.764403232832859,0,0,0,0,1,1
622230_2015_11_el monte_CA_Mayor_mayor_1,5024,2015,el monte city,Mayor,California,1,0.758067402326275,0.818789383234676,0.716352912937626,11,1,0.5573248407643312,87682,49.8,50.2,54.8,0.7,65.7,29.2,5.7297963093907525,11.381471912140672,none,0,0.764403232832859,1,0,0,1,1,1
648354_2015_11_modesto_CA_Mayor_mayor_1,23117,2015,modesto city,Mayor,California,1,0.539128488285331,0.531079175447214,0.540530956714971,11,1,12.599502487562189,153932,48.6,51.4,76.8,5.2,37.5,9.1,15.017670140061846,11.944266225438572,none,0,0.5369128734825053,1,0,0,1,NA,1
673262_2015_11_south san francisco_CA_City Council_synthetic at-large d_2,10992,2015,south san francisco city,City Council,California,1,0.766231989786613,0.814805046375665,0.782600039816843,11,1,2.019650655021834,52368,49.6,50.4,40.6,3.2,34.5,40.7,20.989917506874427,10.866050996740961,none,0,0.7878790253263737,0,0,0,0,NA,0
843000_2015_11_lakewood_CO_Mayor_mayor_1,40877,2015,lakewood city,Mayor,Colorado,1,0.595907853951715,0.590253255352019,0.644539590623009,11,0,1.1815935611713189,118034,49.8,50.2,92,2.3,22.1,3.9,34.63154684243523,11.678727997537933,none,0,0.6102335666422477,1,0,0,1,NA,1
877290_2015_11_thornton_CO_Mayor_mayor_1,17882,2015,thornton city,Mayor,Colorado,1,0.591566487034222,0.53517453798768,0.574958940275369,11,1,42.9370316519405,90390,50.4,49.6,88.3,2.3,32.2,6.2,19.78316185418741,11.411888920792457,none,0,0.5672333217657569,1,0,0,1,NA,1
908000_2015_11_bridgeport_CT_Mayor_mayor_1,20736,2015,bridgeport city,Mayor,Connecticut,0,0.839265864683941,0.83196557553404,0.801479408236705,11,1,30.005224357113832,111115,48.5,51.5,42.8,38.3,39.3,4.2,18.66174683886064,11.61832098001557,none,0,0.8242369494848955,1,0,0,1,NA,1
937000_2015_11_hartford_CT_City Council_synthetic at-large d_9,49290,2015,hartford city,City Council,Connecticut,0,0.921979841403549,0.923083936060293,0.87302958324336,11,1,0.08490930142802007,93736,48.6,51.4,40,41.4,44.2,3.1,52.58385252197662,11.448237599347992,none,0,0.906031120235734,0,0,0,0,1,1
937000_2015_11_hartford_CT_Mayor_mayor_1,9982,2015,hartford city,Mayor,Connecticut,0,0.921979841403549,0.923083936060293,0.87302958324336,11,0,61.238654564869194,93736,48.6,51.4,40,41.4,44.2,3.1,10.649056925834257,11.448237599347992,none,0,0.906031120235734,1,0,0,1,1,1
952000_2015_11_new haven_CT_Mayor_mayor_1,12140,2015,new haven city,Mayor,Connecticut,1,0.884686722460982,0.888301221508626,0.8538469058559,11,1,81.94702210224396,101737,47.3,52.7,45.2,35.8,28.1,5.7,11.932728505853328,11.530146331014546,none,0,0.8756116166085026,1,0,0,1,NA,1
980000_2015_11_waterbury_CT_Mayor_mayor_1,11510,2015,waterbury city,Mayor,Connecticut,0,0.638029361942405,0.607515210811141,0.603778337531486,11,1,58.13672111312765,82161,48.5,51.5,66,22.6,35.3,2.9,14.009079733693602,11.3164360159013,none,0,0.6164409700950108,1,0,0,1,NA,1
2603000_2016_11_ann arbor_MI_Mayor_mayor_1,48785,2016,ann arbor city,Mayor,Michigan,1,0.8246810941169,0.875647215225301,0.885432874836622,11,1,100,101717,50,50,75.5,9.2,4.3,17.5,47.96150102736023,11.529949726376008,president,0,0.8619203947262744,1,1,0,1,NA,1
2708794_2016_11_burnsville_MN_City Council_synthetic at-large a_2,43033,2016,burnsville city,City Council,Minnesota,1,0.540344180032632,0.564032971451548,0.616331877729258,11,0,4.950185583121703,46907,48.3,51.7,78.1,14.4,8.7,5.8,91.74110473916473,10.755922197028484,president,0,0.5735696764044792,0,1,0,0,1,1
2708794_2016_11_burnsville_MN_Mayor_mayor_1,22802,2016,burnsville city,Mayor,Minnesota,1,0.540344180032632,0.564032971451548,0.616331877729258,11,1,100,46907,48.3,51.7,78.1,14.4,8.7,5.8,48.61108150169484,10.755922197028484,president,0,0.5735696764044792,1,1,0,1,1,1
2735180_2016_11_lakeville_MN_Mayor_mayor_1,28817,2016,lakeville city,Mayor,Minnesota,0,0.448431997316787,0.43567758509955,0.495098398728762,11,0,77.61043828295797,41994,49.9,50.1,91.7,2.9,3.5,5.7,68.62170786302805,10.645282029917595,president,0,0.459735993715033,1,1,0,1,1,1
2915670_2016_4_columbia_MO_Mayor_mayor_1,17650,2016,columbia city,Mayor,Missouri,1,0.608972176935342,0.614026046105968,0.665579597295762,4,0,4.373937677053824,95543,47.9,52.1,82.6,12.4,3.3,7,18.473357545817066,11.467331686911509,none,0,0.6295259401123573,1,0,0,1,NA,1
423620_2016_11_flagstaff_AZ_Mayor_mayor_1,26255,2016,flagstaff city,Mayor,Arizona,1,0.626453211358872,0.67115169586284,0.692409014116771,11,1,14.18015616073129,56283,49.7,50.3,79.2,3.3,19.3,3.8,46.64818861823286,10.938147814711721,president,0,0.6633379737794943,1,1,0,1,NA,1
427820_2016_8_glendale_AZ_Mayor_mayor_1,25939,2016,glendale city,Mayor,Arizona,1,0.435910734811741,0.487266481176537,0.512533614553124,8,1,1.5613554878754,176814,49,51,82.1,7.6,37,5.1,14.670218421618198,12.082853611571034,none,0,0.478570276847134,1,0,0,1,NA,1
4419180_2016_11_cranston_RI_Mayor_mayor_1,35752,2016,cranston city,Mayor,Rhode Island,0,0.610997792617843,0.541173761621046,0.571700586067905,11,1,36.67487133586932,65127,49,51,84,6.9,13.3,6.7,54.895818938381936,11.084094488756865,president,0,0.5746240467689313,1,1,0,1,1,1
4845000_2016_5_lubbock_TX_Mayor_mayor_1,21153,2016,lubbock city,Mayor,Texas,1,0.333504085559359,0.329988999483108,0.376480010389835,5,0,25.05896888689206,187162,49,51,81.2,9,34.5,3.1,11.301973691240743,12.139729830967084,none,0,0.34665769847743394,1,0,0,1,NA,1
5157000_2016_5_norfolk_VA_Mayor_mayor_1,31695,2016,norfolk city,Mayor,Virginia,1,0.712487081894487,0.725714285714286,0.733247613304052,5,0,34.29706376182481,196024,52.1,47.9,50.5,44.4,7.4,4.5,16.168938497326856,12.185992379695982,none,0,0.7238163269709417,1,0,0,1,NA,1
541000_2016_11_little rock_AR_City Council_8 at-large_1,1,2016,little rock city,City Council,Arkansas,1,0.43649422168759,0.693844715201188,0.708625316833159,11,0,100,150772,47.9,52.1,52.8,43,6.8,3.5,6.632531239222137e-4,11.923524040923425,president,0,0.612988084573979,0,1,0,0,1,1
550450_2016_11_north little rock_AR_Mayor_mayor_1,20126,2016,north little rock city,Mayor,Arkansas,0,0.636007084399959,0.601118037004057,0.63039963039963,11,1,100,48507,47.4,52.6,54.9,44.8,6.5,1,41.49091883645659,10.789463396407925,president,0,0.6225082506012153,1,1,0,1,NA,1
602252_2016_11_antioch_CA_City Council_synthetic at-large a_2,49227,2016,antioch city,City Council,California,1,0.699933753852357,0.736044086982425,0.732662586411871,11,1,7.064827366238737,80571,48.7,51.3,52.1,22.7,32.8,14.2,61.0976654131139,11.2968940622618,president,0,0.722880142415551,0,1,0,0,1,1
602252_2016_11_antioch_CA_Mayor_mayor_1,33348,2016,antioch city,Mayor,California,1,0.699933753852357,0.736044086982425,0.732662586411871,11,1,0.27911033580462274,80571,48.7,51.3,52.1,22.7,32.8,14.2,41.38958185947798,11.2968940622618,president,0,0.722880142415551,1,1,0,1,1,1
602462_2016_4_arcadia_CA_City Council_synthetic at-large a_2,15745,2016,arcadia city,City Council,California,1,0.525364474858673,0.601359140828833,0.606329275018029,4,0,0.5488474204171241,45337,46.5,53.5,32,2.5,12.1,61.7,34.72880869929638,10.72187875513222,none,0,0.577684296901845,0,0,0,0,NA,0
629504_2016_11_gilroy_CA_Mayor_mayor_1,17745,2016,gilroy city,Mayor,California,1,0.684926822596088,0.697460672833323,0.689423305118266,11,0,33.09664694280079,37322,48.8,51.2,77.3,2.2,60.4,8.4,47.54568351106586,10.527338244093418,president,0,0.690603600182559,1,1,0,1,1,1
636770_2016_11_irvine_CA_City Council_at-large b_2,139283,2016,irvine city,City Council,California,1,0.584730367353906,0.656538031840611,0.657066910063331,11,1,7.772338996064882,192240,49,51,53.3,2.7,9.7,45,72.4526633374948,12.16649987041035,president,0,0.6327784364192827,0,1,0,0,0,1
636770_2016_11_irvine_CA_Mayor_mayor_1,79601,2016,irvine city,Mayor,California,1,0.584730367353906,0.656538031840611,0.657066910063331,11,0,6.616915422885572,192240,49,51,53.3,2.7,9.7,45,41.407095297544736,12.16649987041035,president,0,0.6327784364192827,1,1,0,1,0,1
646898_2016_11_merced_CA_Mayor_mayor_1,21557,2016,merced city,Mayor,California,1,0.582907380903701,0.6161478795205,0.619076503146561,11,0,13.71951219512195,56649,49.7,50.3,55,7.2,51.2,13.1,38.05362848417448,10.944629614049688,president,0,0.606043921190254,1,1,0,1,1,1
648354_2016_2_modesto_CA_Mayor_mayor_1,26492,2016,modesto city,Mayor,California,1,0.539128488285331,0.531079175447214,0.540530956714971,2,1,16.676732598520307,155083,49.1,50.9,75.8,5.1,38.6,8.9,17.082465518464307,11.951715736452025,none,0,0.5369128734825053,1,0,0,1,NA,1
650258_2016_11_napa_CA_City Council_synthetic at-large a_2,44310,2016,napa city,City Council,California,1,0.680429502748306,0.69949544590787,0.71642210029348,11,1,5.234362993699094,60792,49.4,50.6,79.9,1.2,39.7,3.8,72.88787998420845,11.01521348034962,president,0,0.6987823496498854,0,1,0,0,1,1
650258_2016_11_napa_CA_Mayor_mayor_1,27514,2016,napa city,Mayor,California,1,0.680429502748306,0.69949544590787,0.71642210029348,11,1,100,60792,49.4,50.6,79.9,1.2,39.7,3.8,45.2592446374523,11.01521348034962,president,0,0.6987823496498854,1,1,0,1,1,1
655156_2016_11_palmdale_CA_Mayor_mayor_1,42020,2016,palmdale city,Mayor,California,1,0.62821910129854,0.661098228155886,0.64619527734901006,11,1,38.5533624867037,107523,49.6,50.4,47.1,14.9,58.6,5.9,39.080010788389465,11.585460057153442,president,0,0.6451708689344787,1,1,0,1,1,1
655184_2016_11_palm desert_CA_City Council_synthetic at-large a_3,42137,2016,palm desert city,City Council,California,1,0.460505747126437,0.489599458204334,0.538575990709827,11,1,5.480631276901004,42666,47,53,85.5,2.2,26.3,6,98.7601368771387,10.661157629111573,president,0,0.49622706534686606,0,1,0,0,NA,0
657456_2016_11_pittsburg_CA_City Council_synthetic at-large a_2,27294,2016,pittsburg city,City Council,California,1,0.785752688172043,0.809656900539707,0.780006978367062,11,1,1.609630731773299,50595,48.4,51.6,40,20.8,40.4,21.2,53.94604209902164,10.83160803616386,president,0,0.791805522359604,0,1,0,0,NA,0
658072_2016_11_pomona_CA_Mayor_mayor_1,33861,2016,pomona city,Mayor,California,1,0.758156578112889,0.784773993293241,0.72644059466765,11,1,25.524940196686455,112300,49.4,50.6,61.7,7.5,70.3,10.5,30.152270703472837,11.628929140726534,president,0,0.7564570553579267,1,1,0,1,NA,1
659920_2016_11_redding_CA_City Council_synthetic at-large a_2,60841,2016,redding city,City Council,California,1,0.381735351102267,0.330934458322993,0.368130466049598,11,1,9.913244650086755,71651,48.4,51.6,88.6,2.4,9.4,5.8,84.91298097723688,11.179562389893048,president,0,0.3602667584916193,0,1,0,0,NA,0
660466_2016_11_rialto_CA_City Council_synthetic at-large a_2,38533,2016,rialto city,City Council,California,1,0.736879714172291,0.774634680003126,0.718330405787609,11,0,3.265416273107543,71290,50.1,49.9,65.3,14.2,74.1,3.3,54.051059054565854,11.174511344111675,president,0,0.7432815999876753,0,1,0,0,1,1
660466_2016_11_rialto_CA_Mayor_mayor_1,24734,2016,rialto city,Mayor,California,1,0.736879714172291,0.774634680003126,0.718330405787609,11,1,19.543947602490498,71290,50.1,49.9,65.3,14.2,74.1,3.3,34.69490812175621,11.174511344111675,president,0,0.7432815999876753,1,1,0,1,1,1
669000_2016_11_santa ana_CA_Mayor_mayor_1,67667,2016,santa ana city,Mayor,California,1,0.670860602370927,0.779095358063302,0.698623179008343,11,1,16.54016606387856,239635,50.4,49.6,49.3,1.4,77.9,11.6,28.237527907025267,12.386872211349914,president,0,0.7161930464808574,1,1,0,1,NA,1
681554_2016_11_vacaville_CA_City Council_synthetic at-large a_2,51342,2016,vacaville city,City Council,California,1,0.54727582292849,0.528973730090718,0.52874292086677,11,1,2.7019009714977877,73156,52.1,47.9,72.1,12.8,22.6,10.5,70.18152988134945,11.200349426324467,president,0,0.534997491295326,0,1,0,0,1,1
681666_2016_11_vallejo_CA_Mayor_mayor_1,41223,2016,vallejo city,Mayor,California,1,0.76100096158249,0.807709569640453,0.781404341666986,11,0,11.990111248454882,94797,48.4,51.6,46,24.9,24.7,27.6,43.48555334029558,11.459493042172761,president,0,0.783371624296643,1,1,0,1,1,1
1230000_2017_11_hialeah_FL_Mayor_mayor_1,14766,2017,hialeah city,Mayor,Florida,0,0.359791444023446,0.498377928341755,0.327025900565645,11,1,66.90812594133257,196484,47.5,52.5,94,2.8,96.4,0.4,7.515115734614524,12.188336282039876,none,0,0.39506509097694864,1,0,0,1,NA,1
1245000_2017_11_miami_FL_Mayor_mayor_1,25471,2017,miami city,Mayor,Florida,1,0.608076882680391,0.705214823053742,0.596543778801843,11,0,88.00860215053764,363920,49.4,50.6,76.8,19.2,72.2,1.2,6.999065728731589,12.804689342243886,none,0,0.6366118281786587,1,0,0,1,NA,1
1756640_2017_4_orland park_IL_Mayor_mayor_1,12396,2017,orland park village,Mayor,Illinois,1,0.471034088745001,0.447377442577991,0.4757333166552,4,1,9.293320425943852,47279,47.2,52.8,90.1,3.5,7.9,5.7,26.218828655428418,10.763821501264086,none,0,0.464714949326064,1,0,0,1,NA,1
1973335_2017_11_sioux city_IA_City Council_synthetic at-large b_3,14192,2017,sioux city city,City Council,Iowa,1,0.477215560105294,0.44558093346574,0.474094141550965,11,1,1.9737789943812132,61055,49.3,50.7,87,5.6,18.8,3.9,23.244615510605193,11.019530376267122,none,0,0.465630211707333,0,0,0,0,1,1
2053775_2017_11_overland park_KS_Mayor_mayor_1,22937,2017,overland park city,Mayor,Kansas,1,0.462492182442589,0.503125971469034,0.561805226518934,11,1,26.96516545319789,142890,49,51,86.3,6.1,6.1,8.5,16.0522079921618,11.869830382463016,none,0,0.5091411268101856,1,0,0,1,NA,1
2071000_2017_11_topeka_KS_Mayor_mayor_1,16097,2017,topeka city,Mayor,Kansas,1,0.550494174810888,0.553690226369603,0.587079755289892,11,0,3.1123811890414363,97274,47.9,52.1,83.7,13.3,14.3,2.2,16.54810123979686,11.485287017666272,none,0,0.5637547188234611,1,0,0,1,NA,1
2208920_2017_3_bossier city_LA_Mayor_mayor_1,1,2017,bossier city city,Mayor,Louisiana,0,0.353473322768093,0.392052384926494,0.448901797059357,3,1,100,50551,49.8,50.2,69.3,27.8,8.9,3.4,0.0019782002334276273,10.830738006646618,none,0,0.39814250158464803,1,0,0,1,NA,1
2537490_2017_11_lynn_MA_Mayor_mayor_1,14616,2017,lynn city,Mayor,Massachusetts,1,0.699292981548543,0.70417791898332,0.702881409068886,11,1,29.20087575259989,70045,49.1,50.9,52.7,18.2,38.9,8.8,20.866585766293095,11.156893171630214,none,0,0.7021174365335829,1,0,0,1,NA,1
2545000_2017_11_new bedford_MA_Mayor_mayor_1,13867,2017,new bedford city,Mayor,Massachusetts,0,0.752100840336134,0.668358007643148,0.621278957669948,11,1,20.732674695319822,74043,47.3,52.7,70.1,8.3,20,2,18.728306524587065,11.21240128450515,none,0,0.6805792685497433,1,0,0,1,1,1
2670040_2017_11_royal oak_MI_Mayor_mayor_1,12011,2017,royal oak city,Mayor,Michigan,1,0.623175471426515,0.625238476213921,0.667157280450332,11,0,18.258263258679545,49746,50,50,92.3,3.7,2.6,4.9,24.144654846620835,10.814685337344274,none,0,0.6385237426969227,1,0,0,1,NA,1
2674900_2017_11_southfield_MI_Mayor_mayor_1,10628,2017,southfield city,Mayor,Michigan,1,0.889890851173467,0.892974753018661,0.877868068833652,11,1,94.39217162213022,59055,45.1,54.9,25.8,73.2,1.5,2.4,17.996782660231986,10.986224492045947,none,0,0.8869112243419267,1,0,0,1,NA,1
2686000_2017_11_westland_MI_Mayor_mayor_1,12681,2017,westland city,Mayor,Michigan,0,0.659933627740469,0.587671348078379,0.598543834263534,11,1,15.842599164103778,66193,46.3,53.7,76,19.4,3.2,4.4,19.157614853534362,11.100329996152944,none,0,0.6153829366941274,1,0,0,1,NA,1
3702140_2017_11_asheville_NC_City Council_at-large b_3,46065,2017,asheville city,City Council,North Carolina,1,0.776959693161193,0.767251361667453,0.79849615622019,11,1,6.691656957600932,73397,47.3,52.7,85.1,13.3,5.9,2.5,62.76142076651634,11.203638341832722,none,0,0.7809024036829454,0,0,0,0,1,1
3702140_2017_11_asheville_NC_Mayor_mayor_1,16075,2017,asheville city,Mayor,North Carolina,1,0.776959693161193,0.767251361667453,0.79849615622019,11,1,62.5280199252802,73397,47.3,52.7,85.1,13.3,5.9,2.5,21.901440113356134,11.203638341832722,none,0,0.7809024036829454,1,0,0,1,1,1
3774440_2017_11_wilmington_NC_City Council_synthetic at-large b_3,29508,2017,wilmington city,City Council,North Carolina,1,0.556261185843773,0.566009812269391,0.580486269572744,11,1,2.0581239011273142,95121,46.9,53.1,78.3,19.2,6.3,2.1,31.021540984640616,11.462905044345566,none,0,0.5675857558953027,0,0,0,0,1,1
3774440_2017_11_wilmington_NC_Mayor_mayor_1,10369,2017,wilmington city,Mayor,North Carolina,1,0.556261185843773,0.566009812269391,0.580486269572744,11,1,73.47863824862571,95121,46.9,53.1,78.3,19.2,6.3,2.1,10.900852598269573,11.462905044345566,none,0,0.5675857558953027,1,0,0,1,1,1
3915000_2017_11_cincinnati_OH_Mayor_mayor_1,62491,2017,cincinnati city,Mayor,Ohio,1,0.754824251682543,0.780373070026315,0.78724507944036,11,1,7.042614136435647,233452,48.2,51.8,53.2,45.4,3.6,2.5,26.768243578979835,12.360731767507385,none,0,0.7741474670497394,1,0,0,1,NA,1
4714000_2017_3_chattanooga_TN_Mayor_mayor_1,18780,2017,chattanooga city,Mayor,Tennessee,0,0.505216412689722,0.562444612732224,0.589840324085031,3,1,41.647475642161204,140294,46.9,53.1,62.9,34.6,5.6,2.8,13.386174747316351,11.851495499673588,none,0,0.552500449835659,1,0,0,1,NA,1
4803000_2017_5_amarillo_TX_Mayor_mayor_1,14018,2017,amarillo city,Mayor,Texas,1,0.258885322439451,0.238332356961531,0.277607695524885,5,0,68.50936329588015,144261,49,51,85.8,7.9,31.8,4.7,9.717109960418963,11.8793794379621,none,0,0.258275124975289,1,0,0,1,NA,1
4824000_2017_6_el paso_TX_Mayor_mayor_1,30095,2017,el paso city,Mayor,Texas,1,0.654364766929319,0.718874742997211,0.681157006190208,6,0,13.999003156670543,493530,48.7,51.3,84.1,4.6,80.8,2,6.097906915486393,13.109338926281575,none,0,0.6847988387055793,1,0,0,1,NA,1
4856348_2017_6_pearland_TX_Mayor_mayor_1,13407,2017,pearland city,Mayor,Texas,1,0.374010531679973,0.480808188506237,0.496646902819304,6,1,18.74393973297531,82125,48.4,51.6,65.2,19.1,21.7,14.6,16.325114155251143,11.315997755786912,none,0,0.450488541001838,1,0,0,1,NA,1
644000_2017_3_los angeles_CA_Mayor_mayor_1,407147,2017,los angeles city,Mayor,California,0,0.795885053415068,0.827342780032484,0.78129834964421,3,1,81.76980177649519,3109581,49.5,50.5,55,10,48.7,13.2,13.093307426305989,14.949998548390859,none,0,0.801508727697254,1,0,0,1,NA,1
652526_2017_3_norwalk_CA_City Council_synthetic at-large b_1,5376,2017,norwalk city,City Council,California,1,0.707017543859649,0.778230076780514,0.709035937269554,3,0,40.15105123494591,80461,49.7,50.3,51.1,4.5,70.4,14.4,6.68149786853258,11.295527873962465,none,0,0.7314278526365724,0,0,0,0,NA,0
652526_2017_3_norwalk_CA_City Council_synthetic at-large b_2,9146,2017,norwalk city,City Council,California,1,0.707017543859649,0.778230076780514,0.709035937269554,3,0,1.6056518946692357,80461,49.7,50.3,51.1,4.5,70.4,14.4,11.36699767589267,11.295527873962465,none,0,0.7314278526365724,0,0,0,0,NA,0
908420_2017_11_bristol_CT_Mayor_mayor_1,12485,2017,bristol city,Mayor,Connecticut,0,0.610111200275135,0.494990297413964,0.527785363189514,11,0,19.07088506207449,48103,49.1,50.9,88.7,6.3,14.7,2.7,25.95472215870112,10.78109982421129,none,0,0.5442956202928709,1,0,0,1,NA,1
952000_2017_11_new haven_CT_Mayor_mayor_1,11359,2017,new haven city,Mayor,Connecticut,1,0.884686722460982,0.888301221508626,0.8538469058559,11,1,68.08855806851798,101929,47.3,52.7,45.6,35.3,30.4,5.3,11.14403162986,11.532031771459962,none,0,0.8756116166085026,1,0,0,1,NA,1
1304204_2018_5_augusta-richmond county_GA_Mayor_mayor_1,29872,2018,augusta-richmond county consolidated government (balance),Mayor,Georgia,1,0.60011458034947,0.672923154616615,0.695059543737147,5,1,12.258971612212106,150924,48.3,51.7,39,58.6,4.8,2.5,19.79274336752273,11.924531677835155,none,0,0.6560324262344106,1,0,0,1,1,1
