contest,total.votes,year,city,office,state,council.manager,pres_pctD_08,pres_pctD_16,pres_pctD_20,month,incumbent,margin,pop.estimate,percent_men,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,turnout,log.pop,concurrent,gubernatorial,meanD,mayor,concurrent_pres,concurrent_mid,mayor_elec,same_months,has_mayor,distance,weights,subclass
3774440_2019_11_wilmington_NC_Mayor_mayor_1,14924,2019,wilmington city,Mayor,North Carolina,1,0.556261185843773,0.566009812269391,0.580486269572744,11,1,4.087376038595551,98773,46.4,53.6,78.4,19.5,6.3,2.1,15.109392242819396,11.500579567036128,none,0,0.5675857558953027,1,0,0,1,1,1,0.5056250338870878,1,96
3925256_2019_11_elyria_OH_Mayor_mayor_1,8075,2019,elyria city,Mayor,Ohio,0,0.650897295475609,0.564294815250417,0.549272879047494,11,1,8.087615838247682,41576,48,52,81.6,20.1,7.1,1.4,19.42226284394843,10.635278356688278,none,0,0.5881549965911734,1,0,0,1,NA,1,0.48324883358658877,1,80
4263624_2019_11_reading_PA_Mayor_mayor_1,8103,2019,reading city,Mayor,Pennsylvania,0,0.814846954875355,0.806429922252574,0.728532212404564,11,0,61.61915339997532,62384,48.9,51.1,67.2,23.2,67,1.2,12.988907412156964,11.04106411122238,none,0,0.783269696510831,1,0,0,1,NA,1,0.47662571989212593,1,81
455000_2019_3_phoenix_AZ_Mayor_mayor_1,142134,2019,phoenix city,Mayor,Arizona,1,0.510066382710353,0.577146284739215,0.603115229125516,3,0,17.141570630531753,1206739,49.8,50.2,76.1,8.6,42.6,5,11.778354722935116,14.00343223808861,none,0,0.5634426321916947,1,0,0,1,NA,1,0.7430692503903474,1,49
4550875_2019_11_north charleston_SC_Mayor_mayor_1,12017,2019,north charleston city,Mayor,South Carolina,0,0.621082836215359,0.626045682217502,0.657308046077701,11,1,16.111685625646327,84028,49,51,48.5,46.9,11.4,3,14.30118531917932,11.338905355615571,none,0,0.6348121881701874,1,0,0,1,NA,1,0.4607153318545908,1,82
4748000_2019_10_memphis_TN_Mayor_mayor_1,96291,2019,memphis city,Mayor,Tennessee,0,0.760758553138109,0.776561938029945,0.779222209981271,10,1,36.75725051381594,489126,47.3,52.7,30.4,65,7.2,2.1,19.686338489468973,13.100375403977784,none,0,0.7721809003831083,1,0,0,1,NA,1,0.30697685043582346,1,83
4803000_2019_5_amarillo_TX_Mayor_mayor_1,16733,2019,amarillo city,Mayor,Texas,1,0.258885322439451,0.238332356961531,0.277607695524885,5,1,44.045368620037806,145291,49.3,50.7,85.1,7.9,33.1,4.8,11.516886799595296,11.88649390682785,none,0,0.258275124975289,1,0,0,1,NA,1,0.7011920109003787,1,5
4848072_2019_11_midland_TX_Mayor_mayor_1,21457,2019,midland city,Mayor,Texas,1,0.230103009725499,0.231023102310231,0.236808051761323,11,1,23.263908071377273,100369,50.9,49.1,82.7,8.5,44.2,2.9,21.378114756548335,11.516608673621818,none,0,0.2326447212656843,1,0,0,1,0,1,0.6688444163792836,1,91
843000_2019_11_lakewood_CO_Mayor_mayor_1,44337,2019,lakewood city,Mayor,Colorado,1,0.595907853951715,0.590253255352019,0.644539590623009,11,1,9.416514423619098,126575,49.3,50.7,90.9,2.5,23,4.6,35.02824412403713,11.74859029683811,none,0,0.6102335666422477,1,0,0,1,NA,1,0.732975592164112,1,14
908000_2019_11_bridgeport_CT_Mayor_mayor_1,15997,2019,bridgeport city,Mayor,Connecticut,0,0.839265864683941,0.83196557553404,0.801479408236705,11,1,33.901026034759546,111968,48.3,51.7,43.4,38.6,40.8,4.2,14.28711774792798,11.625968395167414,none,0,0.8242369494848955,1,0,0,1,NA,1,0.5622078671571983,1,84
908420_2019_11_bristol_CT_Mayor_mayor_1,11911,2019,bristol city,Mayor,Connecticut,0,0.610111200275135,0.494990297413964,0.527785363189514,11,1,15.506674502560658,48001,48.6,51.4,87.5,7.5,17.3,2.7,24.814066373617216,10.778977123006351,none,0,0.5442956202928709,1,0,0,1,NA,1,0.6102729436488865,1,85
937000_2019_11_hartford_CT_City Council_synthetic at-large d_9,46016,2019,hartford city,City Council,Connecticut,0,0.921979841403549,0.923083936060293,0.87302958324336,11,1,0.3882418191902385,94125,47.6,52.4,36,42.7,44.3,3.4,48.888180610889776,11.452378965102197,none,0,0.906031120235734,0,0,0,0,1,1,0.7410928391727752,1,86
937000_2019_11_hartford_CT_Mayor_mayor_1,9986,2019,hartford city,Mayor,Connecticut,0,0.921979841403549,0.923083936060293,0.87302958324336,11,1,72.37643872714963,94125,47.6,52.4,36,42.7,44.3,3.4,10.60929614873838,11.452378965102197,none,0,0.906031120235734,1,0,0,1,1,1,0.4571916960001599,1,87
952000_2019_11_new haven_CT_Mayor_mayor_1,17430,2019,new haven city,Mayor,Connecticut,1,0.884686722460982,0.888301221508626,0.8538469058559,11,1,41.90421234852856,100915,47.5,52.5,47.5,35.2,31.2,5.9,17.27196155180102,11.52203385733422,none,0,0.8756116166085026,1,0,0,1,NA,1,0.6245785238102431,1,62
980000_2019_11_waterbury_CT_Mayor_mayor_1,10890,2019,waterbury city,Mayor,Connecticut,0,0.638029361942405,0.607515210811141,0.603778337531486,11,1,54.957948291973835,81559,47.9,52.1,64.5,24.7,37.4,3,13.35229711006756,11.309081963701011,none,0,0.6164409700950108,1,0,0,1,NA,1,0.52768787637973,1,88
4419180_2020_11_cranston_RI_Mayor_mayor_1,39986,2020,cranston city,Mayor,Rhode Island,0,0.610997792617843,0.541173761621046,0.571700586067905,11,0,8.422948031811133,64534,50.2,49.8,79.8,8.1,15.9,8.3,61.961136765116066,11.074947495681656,president,0,0.5746240467689313,1,1,0,1,1,1,0.9015863667537689,1,90
4824000_2020_12_el paso_TX_Mayor_mayor_1,54290,2020,el paso city,Mayor,Texas,1,0.654364766929319,0.718874742997211,0.681157006190208,12,1,59.07902007736232,498859,49,51,81.3,4.8,81.5,2.2,10.882834628622517,13.120078769674349,none,0,0.6847988387055793,1,0,0,1,NA,1,0.6407213035636645,1,95
5157000_2020_5_norfolk_VA_Mayor_mayor_1,12254,2020,norfolk city,Mayor,Virginia,1,0.712487081894487,0.725714285714286,0.733247613304052,5,1,99.96735759751918,196389,52.2,47.8,51,44,8.4,5,6.2396570072661905,12.187852665187348,none,0,0.7238163269709417,1,0,0,1,NA,1,0.5155872184850044,1,50
535710_2020_11_jonesboro_AR_Mayor_mayor_1,25103,2020,jonesboro city,Mayor,Arkansas,0,0.370885585710344,0.376597984659347,0.392015913920159,11,0,7.58362413822453,58556,48.3,51.7,74.3,23,6.4,2.2,42.87007309242434,10.977738840291302,president,0,0.37983316142995,1,1,0,1,NA,1,0.6533202898162592,1,91
541000_2020_11_little rock_AR_City Council_9 at-large_1,78653,2020,little rock city,City Council,Arkansas,1,0.43649422168759,0.693844715201188,0.708625316833159,11,0,28.75603431920231,151618,47.5,52.5,52.2,42.2,7.5,3.8,51.87576672954398,11.929119478651378,president,0,0.612988084573979,0,1,0,0,1,1,0.8018926120870782,1,52
550450_2020_12_north little rock_AR_Mayor_mayor_1,10653,2020,north little rock city,Mayor,Arkansas,0,0.636007084399959,0.601118037004057,0.63039963039963,12,0,7.143527644794894,49706,47.6,52.4,51.8,46.5,6.2,1.6,21.432020279241943,10.8138809291442,none,0,0.6225082506012153,1,0,0,1,NA,1,0.3688969522752303,1,92
622678_2020_11_encinitas_CA_Mayor_mayor_1,38117,2020,encinitas city,Mayor,California,1,0.623877507534017,0.667748235887097,0.684101370833123,11,1,10.04538657292022,49646,49.7,50.3,92.1,1,15.9,6.9,76.77758530395198,10.812673102280236,president,0,0.6585757047514124,1,1,0,1,1,1,0.8881158679227096,1,32
648354_2020_11_modesto_CA_Mayor_mayor_1,83733,2020,modesto city,Mayor,California,1,0.539128488285331,0.531079175447214,0.540530956714971,11,1,10.210858376224472,158061,49.1,50.9,76.5,6,40.7,9.5,52.97511720158673,11.970736313450328,president,0,0.5369128734825053,1,1,0,1,NA,1,0.9311138003863996,1,26
1230000_2021_11_hialeah_FL_Mayor_mayor_1,22155,2021,hialeah city,Mayor,Florida,0,0.359791444023446,0.498377928341755,0.327025900565645,11,0,46.35512971367737,186199,48.7,51.3,91.3,2.2,95.8,0.7,11.898560142643086,12.134571273241402,none,0,0.39506509097694864,1,0,0,1,NA,1,0.5945998591296466,1,93
1245000_2021_11_miami_FL_Mayor_mayor_1,27330,2021,miami city,Mayor,Florida,1,0.608076882680391,0.705214823053742,0.596543778801843,11,1,74.30634431283465,366435,50.4,49.6,77.2,16.4,72.3,1.9,7.458348683941216,12.811576431237452,none,0,0.6366118281786587,1,0,0,1,NA,1,0.569106279830529,1,20
1756640_2021_4_orland park_IL_Mayor_mayor_1,13805,2021,orland park village,Mayor,Illinois,1,0.471034088745001,0.447377442577991,0.4757333166552,4,1,2.5715320536037667,46507,50.8,49.2,89.1,4.1,8.6,5.7,29.683703528501088,10.747358117880204,none,0,0.464714949326064,1,0,0,1,NA,1,0.7718520059465268,1,2
2053775_2021_11_overland park_KS_Mayor_mayor_1,39773,2021,overland park city,Mayor,Kansas,1,0.462492182442589,0.503125971469034,0.561805226518934,11,0,1.7926734216679656,150904,49.8,50.2,84.1,6.4,6.9,9.7,26.35649154429306,11.92439915202556,none,0,0.5091411268101856,1,0,0,1,NA,1,0.8665556211797026,1,12
2071000_2021_11_topeka_KS_Mayor_mayor_1,15342,2021,topeka city,Mayor,Kansas,1,0.550494174810888,0.553690226369603,0.587079755289892,11,0,22.343892582453396,97810,48.2,51.8,81.8,13.7,15.8,2.5,15.68551272875984,11.49078210028454,none,0,0.5637547188234611,1,0,0,1,NA,1,0.5521009743833982,1,3
2208920_2021_3_bossier city_LA_Mayor_mayor_1,8226,2021,bossier city city,Mayor,Louisiana,0,0.353473322768093,0.392052384926494,0.448901797059357,3,1,12.399708242159008,48177,49.6,50.4,66.9,29.5,10.4,3.3,17.07453764244349,10.7826370077296,none,0,0.398142501584648,1,0,0,1,NA,1,0.5567025195426726,1,94
2537490_2021_11_lynn_MA_Mayor_mayor_1,12542,2021,lynn city,Mayor,Massachusetts,1,0.699292981548543,0.70417791898332,0.702881409068886,11,0,27.459735289427524,76237,49.8,50.2,58.4,19.5,41.8,6.4,16.451329406980864,11.241602188131,none,0,0.7021174365335829,1,0,0,1,NA,1,0.7423794365206184,1,86
2674900_2021_11_southfield_MI_Mayor_mayor_1,15601,2021,southfield city,Mayor,Michigan,1,0.889890851173467,0.892974753018661,0.877868068833652,11,1,13.97987308505865,61218,46.3,53.7,29.4,72,1.7,2.2,25.48433467280865,11.02219654290336,none,0,0.8869112243419267,1,0,0,1,NA,1,0.28498187937183705,1,24
2686000_2021_11_westland_MI_Mayor_mayor_1,12071,2021,westland city,Mayor,Michigan,0,0.659933627740469,0.587671348078379,0.598543834263534,11,1,44.213404026178445,66477,46.4,53.6,71.5,25.9,4.9,4.7,18.15815996510071,11.104611302157316,none,0,0.6153829366941274,1,0,0,1,NA,1,0.5558139901951314,1,95
3915000_2021_11_cincinnati_OH_Mayor_mayor_1,52460,2021,cincinnati city,Mayor,Ohio,1,0.754824251682543,0.780373070026315,0.78724507944036,11,0,31.685093404498662,242557,48.4,51.6,54.8,43.5,4.4,3.2,21.62790601796691,12.39899201328578,none,0,0.7741474670497394,1,0,0,1,NA,1,0.4425339675660192,1,45
4714000_2021_4_chattanooga_TN_Mayor_mayor_1,26631,2021,chattanooga city,Mayor,Tennessee,0,0.505216412689722,0.562444612732224,0.589840324085031,4,0,19.92790357102625,144094,47.5,52.5,64,32.7,7.3,3.1,18.4816855663664,11.878221143369176,none,0,0.552500449835659,1,0,0,1,NA,1,0.4860533487765951,1,96
908420_2021_11_bristol_CT_Mayor_mayor_1,13241,2021,bristol city,Mayor,Connecticut,0,0.610111200275135,0.494990297413964,0.527785363189514,11,1,4.478513707423911,47954,48.9,51.1,85.9,8.5,17.4,2.6,27.611878049797724,10.777997497061715,none,0,0.5442956202928709,1,0,0,1,NA,1,0.6174786764917598,1,97
952000_2021_11_new haven_CT_Mayor_mayor_1,12621,2021,new haven city,Mayor,Connecticut,1,0.884686722460982,0.888301221508626,0.8538469058559,11,1,72.14516129032258,103943,46.7,53.3,46.4,37.2,30.3,5.9,12.14223180012122,11.551597950951376,none,0,0.8756116166085026,1,0,0,1,NA,1,0.5722931842845246,1,8
